underground_wave_energy,vibration_axis_variation,seismic_event_detected
9.539392014169456,-3.0,0
9.55824059485082,-2.9393939393939394,0
9.576668541248775,-2.878787878787879,0
9.594678277027814,-2.8181818181818183,0
9.612272152890307,-2.757575757575758,0
9.629452448276965,-2.696969696969697,0
9.64622137299676,-2.636363636363636,0
9.662581068789407,-2.575757575757576,0
9.678533610823028,-2.515151515151515,0
9.69408100912976,-2.4545454545454546,0
9.709225209981746,-2.393939393939394,0
9.72396809720988,-2.333333333333333,0
9.738311493467522,-2.2727272727272725,0
9.752257161441314,-2.212121212121212,0
9.76580680501108,-2.1515151515151514,0
9.778962070360723,-2.090909090909091,0
9.791724547041872,-2.0303030303030303,0
9.804095768991989,-1.9696969696969695,0
9.816077215508567,-1.9090909090909087,0
9.827670312180906,-1.8484848484848484,0
9.838876431780871,-1.7878787878787878,0
9.849696895114077,-1.7272727272727273,0
9.860132971832694,-1.6666666666666663,0
9.870185881211166,-1.606060606060606,0
9.879856792885912,-1.5454545454545454,0
9.88914682756016,-1.4848484848484849,0
9.898057057674908,-1.4242424242424243,0
9.906588508046983,-1.3636363636363635,0
9.914742156475112,-1.303030303030303,0
9.922518934314844,-1.2424242424242424,0
9.929919727023172,-1.1818181818181817,0
9.9369453746736,-1.121212121212121,0
9.943596672442306,-1.0606060606060606,0
9.9498743710662,-1.0,0
9.955779177273364,-0.9393939393939394,0
9.96131175418657,-0.8787878787878789,0
9.966472721700326,-0.8181818181818183,0
9.971262656832058,-0.7575757575757573,0
9.975682094047803,-0.6969696969696968,0
9.979731525562904,-0.6363636363636362,0
9.983411401618074,-0.5757575757575757,0
9.98672213073124,-0.5151515151515151,0
9.989664079925411,-0.4545454545454546,0
9.992237574932988,-0.393939393939394,0
9.994442900376631,-0.333333333333333,0
9.996280299927106,-0.2727272727272725,0
9.99774997643811,-0.2121212121212119,0
9.998852092058437,-0.1515151515151513,0
9.999586768321484,-0.0909090909090908,0
9.999954086212318,-0.0303030303030302,0
9.999954086212318,0.0303030303030302,0
9.999586768321484,0.0909090909090908,0
9.998852092058437,0.1515151515151513,0
9.99774997643811,0.2121212121212123,0
9.996280299927106,0.2727272727272729,0
9.994442900376631,0.3333333333333335,0
9.992237574932988,0.393939393939394,0
9.989664079925411,0.4545454545454546,0
9.98672213073124,0.5151515151515151,0
9.983411401618074,0.5757575757575757,0
9.979731525562904,0.6363636363636367,0
9.975682094047803,0.6969696969696972,0
9.971262656832058,0.7575757575757578,0
9.966472721700326,0.8181818181818183,0
9.96131175418657,0.8787878787878789,0
9.955779177273364,0.9393939393939394,0
9.9498743710662,1.0,0
9.943596672442306,1.0606060606060606,0
9.9369453746736,1.121212121212121,0
9.929919727023172,1.1818181818181817,0
9.922518934314844,1.2424242424242422,0
9.914742156475112,1.3030303030303028,0
9.906588508046983,1.363636363636363,0
9.898057057674908,1.4242424242424248,0
9.88914682756016,1.4848484848484853,0
9.879856792885912,1.545454545454546,0
9.870185881211166,1.6060606060606064,0
9.860132971832694,1.666666666666667,0
9.849696895114077,1.7272727272727275,0
9.838876431780871,1.787878787878788,0
9.827670312180906,1.8484848484848488,0
9.816077215508567,1.9090909090909087,0
9.804095768991989,1.9696969696969695,0
9.791724547041872,2.0303030303030303,0
9.778962070360723,2.090909090909091,0
9.76580680501108,2.1515151515151514,0
9.752257161441314,2.212121212121212,0
9.738311493467522,2.2727272727272725,0
9.72396809720988,2.333333333333334,0
9.709225209981746,2.3939393939393945,0
9.69408100912976,2.454545454545455,0
9.678533610823028,2.515151515151516,0
9.662581068789407,2.575757575757576,0
9.64622137299676,2.6363636363636367,0
9.629452448276965,2.696969696969697,0
9.612272152890307,2.757575757575758,0
9.594678277027814,2.8181818181818183,0
9.576668541248775,2.878787878787879,0
9.55824059485082,2.9393939393939394,0
9.539392014169456,3.0,0
-9.539392014169456,3.0,0
-9.55824059485082,2.9393939393939394,0
-9.576668541248775,2.878787878787879,0
-9.594678277027814,2.8181818181818183,0
-9.612272152890307,2.757575757575758,0
-9.629452448276965,2.696969696969697,0
-9.64622137299676,2.636363636363636,0
-9.662581068789407,2.575757575757576,0
-9.678533610823028,2.515151515151515,0
-9.69408100912976,2.4545454545454546,0
-9.709225209981746,2.393939393939394,0
-9.72396809720988,2.333333333333333,0
-9.738311493467522,2.2727272727272725,0
-9.752257161441314,2.212121212121212,0
-9.76580680501108,2.1515151515151514,0
-9.778962070360723,2.090909090909091,0
-9.791724547041872,2.0303030303030303,0
-9.804095768991989,1.9696969696969695,0
-9.816077215508567,1.9090909090909087,0
-9.827670312180906,1.8484848484848484,0
-9.838876431780871,1.7878787878787878,0
-9.849696895114077,1.7272727272727273,0
-9.860132971832694,1.6666666666666663,0
-9.870185881211166,1.606060606060606,0
-9.879856792885912,1.5454545454545454,0
-9.88914682756016,1.4848484848484849,0
-9.898057057674908,1.4242424242424243,0
-9.906588508046983,1.3636363636363635,0
-9.914742156475112,1.303030303030303,0
-9.922518934314844,1.2424242424242424,0
-9.929919727023172,1.1818181818181817,0
-9.9369453746736,1.121212121212121,0
-9.943596672442306,1.0606060606060606,0
-9.9498743710662,1.0,0
-9.955779177273364,0.9393939393939394,0
-9.96131175418657,0.8787878787878789,0
-9.966472721700326,0.8181818181818183,0
-9.971262656832058,0.7575757575757573,0
-9.975682094047803,0.6969696969696968,0
-9.979731525562904,0.6363636363636362,0
-9.983411401618074,0.5757575757575757,0
-9.98672213073124,0.5151515151515151,0
-9.989664079925411,0.4545454545454546,0
-9.992237574932988,0.393939393939394,0
-9.994442900376631,0.333333333333333,0
-9.996280299927106,0.2727272727272725,0
-9.99774997643811,0.2121212121212119,0
-9.998852092058437,0.1515151515151513,0
-9.999586768321484,0.0909090909090908,0
-9.999954086212318,0.0303030303030302,0
-9.999954086212318,-0.0303030303030302,0
-9.999586768321484,-0.0909090909090908,0
-9.998852092058437,-0.1515151515151513,0
-9.99774997643811,-0.2121212121212123,0
-9.996280299927106,-0.2727272727272729,0
-9.994442900376631,-0.3333333333333335,0
-9.992237574932988,-0.393939393939394,0
-9.989664079925411,-0.4545454545454546,0
-9.98672213073124,-0.5151515151515151,0
-9.983411401618074,-0.5757575757575757,0
-9.979731525562904,-0.6363636363636367,0
-9.975682094047803,-0.6969696969696972,0
-9.971262656832058,-0.7575757575757578,0
-9.966472721700326,-0.8181818181818183,0
-9.96131175418657,-0.8787878787878789,0
-9.955779177273364,-0.9393939393939394,0
-9.9498743710662,-1.0,0
-9.943596672442306,-1.0606060606060606,0
-9.9369453746736,-1.121212121212121,0
-9.929919727023172,-1.1818181818181817,0
-9.922518934314844,-1.2424242424242422,0
-9.914742156475112,-1.3030303030303028,0
-9.906588508046983,-1.363636363636363,0
-9.898057057674908,-1.4242424242424248,0
-9.88914682756016,-1.4848484848484853,0
-9.879856792885912,-1.545454545454546,0
-9.870185881211166,-1.6060606060606064,0
-9.860132971832694,-1.666666666666667,0
-9.849696895114077,-1.7272727272727275,0
-9.838876431780871,-1.787878787878788,0
-9.827670312180906,-1.8484848484848488,0
-9.816077215508567,-1.9090909090909087,0
-9.804095768991989,-1.9696969696969695,0
-9.791724547041872,-2.0303030303030303,0
-9.778962070360723,-2.090909090909091,0
-9.76580680501108,-2.1515151515151514,0
-9.752257161441314,-2.212121212121212,0
-9.738311493467522,-2.2727272727272725,0
-9.72396809720988,-2.333333333333334,0
-9.709225209981746,-2.3939393939393945,0
-9.69408100912976,-2.454545454545455,0
-9.678533610823028,-2.515151515151516,0
-9.662581068789407,-2.575757575757576,0
-9.64622137299676,-2.6363636363636367,0
-9.629452448276965,-2.696969696969697,0
-9.612272152890307,-2.757575757575758,0
-9.594678277027814,-2.8181818181818183,0
-9.576668541248775,-2.878787878787879,0
-9.55824059485082,-2.9393939393939394,0
-9.539392014169456,-3.0,0
4.0,-3.0,1
4.044745142657838,-2.9393939393939394,1
4.0881022918884975,-2.878787878787879,1
4.130115160582017,-2.8181818181818183,1
4.170824371899456,-2.757575757575758,1
4.21026774132325,-2.696969696969697,1
4.248480525653791,-2.636363636363636,1
4.2854956435548335,-2.575757575757576,1
4.321343871509306,-2.515151515151515,1
4.356054018440341,-2.4545454545454546,1
4.389653081753168,-2.393939393939394,1
4.422166387140534,-2.333333333333333,1
4.453617714151233,-2.2727272727272725,1
4.484029409234888,-2.212121212121212,1
4.513422487735968,-2.1515151515151514,1
4.541816726107927,-2.090909090909091,1
4.569230745447458,-2.0303030303030303,1
4.59568208730397,-1.9696969696969695,1
4.62118728259594,-1.9090909090909087,1
4.6457619143604365,-1.8484848484848484,1
4.669420674971691,-1.7878787878787878,1
4.692177418386887,-1.7272727272727273,1
4.714045207910317,-1.6666666666666663,1
4.735036359908997,-1.606060606060606,1
4.755162483862553,-1.5454545454545454,1
4.774434519086334,-1.4848484848484849,1
4.792862768428496,-1.4242424242424243,1
4.810456929208347,-1.3636363636363635,1
4.82722612163391,-1.303030303030303,1
4.8431789149108,-1.2424242424242424,1
4.858323351231777,-1.1818181818181817,1
4.87266696781619,-1.121212121212121,1
4.886216817150636,-1.0606060606060606,1
4.898979485566356,-1.0,1
4.910961110274641,-0.9393939393939394,1
4.922167394968958,-0.8787878787878789,1
4.932603624091104,-0.8181818181818183,1
4.9422746758485125,-0.7575757575757573,1
4.951185034060631,-0.6969696969696968,1
4.959338798903947,-0.6363636363636362,1
4.966739696617667,-0.5757575757575757,1
4.973391088225125,-0.5151515151515151,1
4.979295977319692,-0.4545454545454546,1
4.984457016958082,-0.393939393939394,1
4.988876515698588,-0.333333333333333,1
4.992556442816721,-0.2727272727272725,1
4.995498432726031,-0.2121212121212119,1
4.997703788627468,-0.1515151515151513,1
4.999173485406371,-0.0909090909090908,1
4.999908171792203,-0.0303030303030302,1
4.999908171792203,0.0303030303030302,1
4.999173485406371,0.0909090909090908,1
4.997703788627468,0.1515151515151513,1
4.995498432726031,0.2121212121212123,1
4.992556442816721,0.2727272727272729,1
4.988876515698588,0.3333333333333335,1
4.984457016958082,0.393939393939394,1
4.979295977319692,0.4545454545454546,1
4.973391088225125,0.5151515151515151,1
4.966739696617667,0.5757575757575757,1
4.959338798903947,0.6363636363636367,1
4.951185034060631,0.6969696969696972,1
4.9422746758485125,0.7575757575757578,1
4.932603624091104,0.8181818181818183,1
4.922167394968958,0.8787878787878789,1
4.910961110274641,0.9393939393939394,1
4.898979485566356,1.0,1
4.886216817150636,1.0606060606060606,1
4.87266696781619,1.121212121212121,1
4.858323351231777,1.1818181818181817,1
4.8431789149108,1.2424242424242422,1
4.82722612163391,1.3030303030303028,1
4.810456929208347,1.363636363636363,1
4.792862768428496,1.4242424242424248,1
4.774434519086334,1.4848484848484853,1
4.755162483862553,1.545454545454546,1
4.735036359908997,1.6060606060606064,1
4.714045207910317,1.666666666666667,1
4.692177418386887,1.7272727272727275,1
4.66942067497169,1.787878787878788,1
4.6457619143604365,1.8484848484848488,1
4.62118728259594,1.9090909090909087,1
4.59568208730397,1.9696969696969695,1
4.569230745447458,2.0303030303030303,1
4.541816726107927,2.090909090909091,1
4.513422487735968,2.1515151515151514,1
4.484029409234888,2.212121212121212,1
4.453617714151233,2.2727272727272725,1
4.422166387140533,2.333333333333334,1
4.389653081753168,2.3939393939393945,1
4.356054018440341,2.454545454545455,1
4.321343871509306,2.515151515151516,1
4.2854956435548335,2.575757575757576,1
4.24848052565379,2.6363636363636367,1
4.21026774132325,2.696969696969697,1
4.170824371899456,2.757575757575758,1
4.130115160582017,2.8181818181818183,1
4.0881022918884975,2.878787878787879,1
4.044745142657838,2.9393939393939394,1
4.0,3.0,1
-4.0,3.0,1
-4.044745142657838,2.9393939393939394,1
-4.0881022918884975,2.878787878787879,1
-4.130115160582017,2.8181818181818183,1
-4.170824371899456,2.757575757575758,1
-4.21026774132325,2.696969696969697,1
-4.248480525653791,2.636363636363636,1
-4.2854956435548335,2.575757575757576,1
-4.321343871509306,2.515151515151515,1
-4.356054018440341,2.4545454545454546,1
-4.389653081753168,2.393939393939394,1
-4.422166387140534,2.333333333333333,1
-4.453617714151233,2.2727272727272725,1
-4.484029409234888,2.212121212121212,1
-4.513422487735968,2.1515151515151514,1
-4.541816726107927,2.090909090909091,1
-4.569230745447458,2.0303030303030303,1
-4.59568208730397,1.9696969696969695,1
-4.62118728259594,1.9090909090909087,1
-4.6457619143604365,1.8484848484848484,1
-4.669420674971691,1.7878787878787878,1
-4.692177418386887,1.7272727272727273,1
-4.714045207910317,1.6666666666666663,1
-4.735036359908997,1.606060606060606,1
-4.755162483862553,1.5454545454545454,1
-4.774434519086334,1.4848484848484849,1
-4.792862768428496,1.4242424242424243,1
-4.810456929208347,1.3636363636363635,1
-4.82722612163391,1.303030303030303,1
-4.8431789149108,1.2424242424242424,1
-4.858323351231777,1.1818181818181817,1
-4.87266696781619,1.121212121212121,1
-4.886216817150636,1.0606060606060606,1
-4.898979485566356,1.0,1
-4.910961110274641,0.9393939393939394,1
-4.922167394968958,0.8787878787878789,1
-4.932603624091104,0.8181818181818183,1
-4.9422746758485125,0.7575757575757573,1
-4.951185034060631,0.6969696969696968,1
-4.959338798903947,0.6363636363636362,1
-4.966739696617667,0.5757575757575757,1
-4.973391088225125,0.5151515151515151,1
-4.979295977319692,0.4545454545454546,1
-4.984457016958082,0.393939393939394,1
-4.988876515698588,0.333333333333333,1
-4.992556442816721,0.2727272727272725,1
-4.995498432726031,0.2121212121212119,1
-4.997703788627468,0.1515151515151513,1
-4.999173485406371,0.0909090909090908,1
-4.999908171792203,0.0303030303030302,1
-4.999908171792203,-0.0303030303030302,1
-4.999173485406371,-0.0909090909090908,1
-4.997703788627468,-0.1515151515151513,1
-4.995498432726031,-0.2121212121212123,1
-4.992556442816721,-0.2727272727272729,1
-4.988876515698588,-0.3333333333333335,1
-4.984457016958082,-0.393939393939394,1
-4.979295977319692,-0.4545454545454546,1
-4.973391088225125,-0.5151515151515151,1
-4.966739696617667,-0.5757575757575757,1
-4.959338798903947,-0.6363636363636367,1
-4.951185034060631,-0.6969696969696972,1
-4.9422746758485125,-0.7575757575757578,1
-4.932603624091104,-0.8181818181818183,1
-4.922167394968958,-0.8787878787878789,1
-4.910961110274641,-0.9393939393939394,1
-4.898979485566356,-1.0,1
-4.886216817150636,-1.0606060606060606,1
-4.87266696781619,-1.121212121212121,1
-4.858323351231777,-1.1818181818181817,1
-4.8431789149108,-1.2424242424242422,1
-4.82722612163391,-1.3030303030303028,1
-4.810456929208347,-1.363636363636363,1
-4.792862768428496,-1.4242424242424248,1
-4.774434519086334,-1.4848484848484853,1
-4.755162483862553,-1.545454545454546,1
-4.735036359908997,-1.6060606060606064,1
-4.714045207910317,-1.666666666666667,1
-4.692177418386887,-1.7272727272727275,1
-4.66942067497169,-1.787878787878788,1
-4.6457619143604365,-1.8484848484848488,1
-4.62118728259594,-1.9090909090909087,1
-4.59568208730397,-1.9696969696969695,1
-4.569230745447458,-2.0303030303030303,1
-4.541816726107927,-2.090909090909091,1
-4.513422487735968,-2.1515151515151514,1
-4.484029409234888,-2.212121212121212,1
-4.453617714151233,-2.2727272727272725,1
-4.422166387140533,-2.333333333333334,1
-4.389653081753168,-2.3939393939393945,1
-4.356054018440341,-2.454545454545455,1
-4.321343871509306,-2.515151515151516,1
-4.2854956435548335,-2.575757575757576,1
-4.24848052565379,-2.6363636363636367,1
-4.21026774132325,-2.696969696969697,1
-4.170824371899456,-2.757575757575758,1
-4.130115160582017,-2.8181818181818183,1
-4.0881022918884975,-2.878787878787879,1
-4.044745142657838,-2.9393939393939394,1
-4.0,-3.0,1
